"","lizard_id","position","species","sex","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","temp","cort"
"2989",1432,"B3","guichenoti","Male","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",36,NA,NA,NA,NA,36,"L",0,1,"","Cold","CORT"
"2990",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",36,NA,NA,NA,NA,36,"L",1,1,"","Hot","CORT"
"2991",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",36,NA,NA,NA,NA,36,"C",1,1,"","Cold","CORT"
"2992",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",36,NA,NA,NA,NA,36,"L",1,1,"","Cold","Control"
"2993",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",36,NA,NA,NA,NA,36,"R",0,1,"","Hot","CORT"
"2994",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",36,NA,NA,NA,NA,36,"C",1,1,"","Cold","CORT"
"2995",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",36,NA,NA,NA,NA,36,"L",1,1,"","Hot","CORT"
"2996",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",36,NA,NA,NA,NA,36,"R",1,1,"","Hot","Control"
"2997",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",36,NA,NA,NA,NA,36,"R",0,1,"","Cold","CORT"
"2998",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",36,NA,NA,NA,NA,36,"C",1,1,"","Hot","Control"
"2999",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",36,NA,NA,NA,NA,36,"R",0,1,"","Cold","Control"
"3000",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",36,NA,NA,NA,NA,36,"L",1,1,"","Cold","Control"
"3001",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",36,NA,NA,NA,NA,36,"C",1,1,"","Cold","Control"
"3002",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",36,NA,NA,NA,NA,36,"L",0,1,"","Hot","CORT"
"3003",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",36,NA,NA,NA,NA,36,"R",1,1,"","Hot","CORT"
"3004",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",36,NA,NA,NA,NA,36,"C",0,1,"","Hot","CORT"
"3005",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",36,NA,NA,NA,NA,36,"C",0,1,"","Hot","Control"
"3006",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",36,NA,NA,NA,NA,36,"L",0,1,"","Hot","CORT"
"3007",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",36,NA,NA,NA,NA,36,"L",0,1,"","Cold","CORT"
"3008",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",36,NA,NA,NA,NA,36,"L",1,1,"","Cold","CORT"
"3009",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",36,NA,NA,NA,NA,36,"L",1,1,"","Cold","CORT"
"3010",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",36,NA,NA,NA,NA,36,"C",1,1,"","Cold","Control"
"3011",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",36,NA,NA,NA,NA,36,"R",1,1,"","Hot","Control"
"3012",2047,"B3","guichenoti","Male","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",36,NA,NA,NA,NA,36,"C",1,1,"","Cold","Control"
"3013",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",36,NA,NA,NA,NA,36,"C",0,1,"","Cold","CORT"
"3014",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",36,NA,NA,NA,NA,36,"L",0,1,"","Cold","CORT"
"3015",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",36,NA,NA,NA,NA,36,"L",1,1,"","Cold","CORT"
"3016",2106,"F3","delicata","Female","A_28","CL569_22",78,"9/4/2023","13/4/2023",4,"Blue",36,NA,NA,NA,NA,36,"C",NA,0,"","Hot","Control"
"3017",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",36,NA,NA,NA,NA,36,"C",1,1,"","Cold","CORT"
"3018",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",36,NA,NA,NA,NA,36,"L",0,1,"","Hot","Control"
"3019",2242,"G4","delicata","Male","B_28","CL604_22",66,"1/4/2023","13/4/2023",12,"Blue",36,NA,NA,NA,NA,36,"C",1,1,"","Hot","CORT"
"3020",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",36,NA,NA,NA,NA,36,"R",1,1,"","Hot","CORT"
"3021",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",36,NA,NA,NA,NA,36,"L",0,1,"","Hot","CORT"
"3022",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",36,NA,NA,NA,NA,36,"C",1,1,"","Cold","CORT"
"3023",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",36,NA,NA,NA,NA,36,"C",1,1,"","Hot","Control"
"3024",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",36,NA,NA,NA,NA,36,"L",1,1,"","Hot","CORT"
"3025",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3026",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",37,NA,NA,NA,NA,37,"C",0,1,"","Hot","CORT"
"3027",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",37,NA,NA,NA,NA,37,"L",0,1,"","Cold","Control"
"3028",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",37,NA,NA,NA,NA,37,"R",1,1,"","Cold","Control"
"3029",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","CORT"
"3030",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",37,NA,NA,NA,NA,37,"L",1,1,"","Cold","Control"
"3031",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",37,NA,NA,NA,NA,37,"R",1,1,"","Cold","Control"
"3032",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",37,NA,NA,NA,NA,37,"L",0,1,"","Hot","CORT"
"3033",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",37,NA,NA,NA,NA,37,"L",0,1,"","Hot","Control"
"3034",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","CORT"
"3035",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3036",1222,"C4","delicata","Female","A_28","CL325_22",134,"2/4/2023","13/4/2023",11,"Red",37,NA,NA,NA,NA,37,"R",NA,0,"","Hot","Control"
"3037",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","Control"
"3038",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",37,NA,NA,NA,NA,37,"R",0,1,"","Hot","CORT"
"3039",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",37,NA,NA,NA,NA,37,"L",0,1,"","Hot","CORT"
"3040",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","CORT"
"3041",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","Control"
"3042",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",37,NA,NA,NA,NA,37,"R",0,1,"","Hot","Control"
"3043",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Cold","Control"
"3044",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","CORT"
"3045",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Hot","Control"
"3046",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3047",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","Control"
"3048",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",37,NA,NA,NA,NA,37,"L",0,1,"","Hot","CORT"
"3049",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","CORT"
"3050",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","CORT"
"3051",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","CORT"
"3052",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",37,NA,NA,NA,NA,37,"L",0,1,"","Cold","Control"
"3053",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",37,NA,NA,NA,NA,37,"L",0,1,"","Hot","Control"
"3054",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",37,NA,NA,NA,NA,37,"L",0,1,"","Hot","CORT"
"3055",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"L",1,1,"","Hot","CORT"
"3056",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3057",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3058",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","Control"
"3059",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3060",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","CORT"
"3061",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",37,NA,NA,NA,NA,37,"R",0,1,"","Hot","Control"
"3062",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",37,NA,NA,NA,NA,37,"C",0,1,"","Hot","CORT"
"3063",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","Control"
"3064",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","Control"
"3065",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",37,NA,NA,NA,NA,37,"L",0,0,"","Hot","CORT"
"3066",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",37,NA,NA,NA,NA,37,"R",1,1,"","Hot","Control"
"3067",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","CORT"
"3068",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",37,NA,NA,NA,NA,37,"L",1,1,"","Hot","Control"
"3069",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"R",1,1,"","Hot","CORT"
"3070",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3071",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"L",1,1,"","Cold","CORT"
"3072",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Cold","Control"
"3073",1432,"B3","guichenoti","Male","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"C",0,1,"","Cold","CORT"
"3074",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",37,NA,NA,NA,NA,37,"L",1,1,"","Hot","CORT"
"3075",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",37,NA,NA,NA,NA,37,"L",0,1,"","Cold","CORT"
"3076",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"L",1,1,"","Cold","Control"
"3077",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",37,NA,NA,NA,NA,37,"L",1,1,"","Hot","CORT"
"3078",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",37,NA,NA,NA,NA,37,"L",1,1,"","Cold","CORT"
"3079",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",37,NA,NA,NA,NA,37,"L",0,1,"","Hot","CORT"
"3080",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3081",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","CORT"
"3082",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3083",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Cold","Control"
"3084",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Cold","Control"
"3085",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","Control"
"3086",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",37,NA,NA,NA,NA,37,"L",1,1,"","Hot","CORT"
"3087",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",37,NA,NA,NA,NA,37,"R",1,1,"","Hot","CORT"
"3088",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",37,NA,NA,NA,NA,37,"R",1,1,"","Hot","CORT"
"3089",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Hot","Control"
"3090",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",37,NA,NA,NA,NA,37,"L",0,1,"","Hot","CORT"
"3091",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",37,NA,NA,NA,NA,37,"L",1,1,"","Cold","CORT"
"3092",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","CORT"
"3093",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",37,NA,NA,NA,NA,37,"C",1,1,"","Cold","CORT"
"3094",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","Control"
"3095",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Hot","Control"
"3096",2047,"B3","guichenoti","Male","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Cold","Control"
"3097",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",37,NA,NA,NA,NA,37,"C",0,1,"","Cold","CORT"
"3098",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",37,NA,NA,NA,NA,37,"L",1,1,"","Cold","CORT"
"3099",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",37,NA,NA,NA,NA,37,"L",1,1,"","Cold","CORT"
"3100",2106,"F3","delicata","Female","A_28","CL569_22",78,"9/4/2023","13/4/2023",4,"Blue",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3101",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",37,NA,NA,NA,NA,37,"R",0,1,"","Cold","CORT"
"3102",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",37,NA,NA,NA,NA,37,"C",NA,0,"","Hot","Control"
"3103",2242,"G4","delicata","Male","B_28","CL604_22",66,"1/4/2023","13/4/2023",12,"Blue",37,NA,NA,NA,NA,37,"R",1,1,"","Hot","CORT"
"3104",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",37,NA,NA,NA,NA,37,"C",0,1,"","Hot","CORT"
"3105",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",37,NA,NA,NA,NA,37,"L",1,1,"","Hot","CORT"
"3106",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",37,NA,NA,NA,NA,37,"L",0,1,"","Cold","CORT"
"3107",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",37,NA,NA,NA,NA,37,"C",1,1,"","Hot","Control"
"3108",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",37,NA,NA,NA,NA,37,"L",1,1,"","Hot","CORT"
"3109",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",38,NA,NA,NA,NA,38,"L",0,1,"","Hot","Control"
"3110",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","CORT"
"3111",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","Control"
"3112",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",38,NA,NA,NA,NA,38,"L",0,1,"","Cold","Control"
"3113",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","CORT"
"3114",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",38,NA,NA,NA,NA,38,"L",1,1,"","Cold","Control"
"3115",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","Control"
"3116",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",38,NA,NA,NA,NA,38,"R",0,1,"","Hot","CORT"
"3117",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","Control"
"3118",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","CORT"
"3119",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","Control"
"3120",1222,"C4","delicata","Female","A_28","CL325_22",134,"2/4/2023","13/4/2023",11,"Red",38,NA,NA,NA,NA,38,"R",NA,0,"","Hot","Control"
"3121",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",38,NA,NA,NA,NA,38,"L",0,1,"","Cold","Control"
"3122",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",38,NA,NA,NA,NA,38,"L",1,1,"","Hot","CORT"
"3123",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","CORT"
"3124",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","CORT"
"3125",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",38,NA,NA,NA,NA,38,"R",0,1,"","Cold","Control"
"3126",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","Control"
"3127",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","Control"
"3128",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",38,NA,NA,NA,NA,38,"L",1,1,"","Cold","CORT"
"3129",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",38,NA,NA,NA,NA,38,"L",0,0,"","Hot","Control"
"3130",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","Control"
"3131",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","Control"
"3132",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",38,NA,NA,NA,NA,38,"R",0,1,"","Hot","CORT"
"3133",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","CORT"
"3134",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",38,NA,NA,NA,NA,38,"L",0,1,"","Cold","CORT"
"3135",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",38,NA,NA,NA,NA,38,"R",0,1,"","Cold","CORT"
"3136",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",38,NA,NA,NA,NA,38,"L",1,1,"","Cold","Control"
"3137",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",38,NA,NA,NA,NA,38,"L",1,1,"","Hot","Control"
"3138",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",38,NA,NA,NA,NA,38,"R",0,1,"","Hot","CORT"
"3139",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",38,NA,NA,NA,NA,38,"L",0,1,"","Hot","CORT"
"3140",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",38,NA,NA,NA,NA,38,"L",0,1,"","Hot","Control"
"3141",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","Control"
"3142",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",38,NA,NA,NA,NA,38,"L",0,1,"","Cold","Control"
"3143",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","Control"
"3144",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","CORT"
"3145",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","Control"
"3146",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",38,NA,NA,NA,NA,38,"R",1,1,"","Hot","CORT"
"3147",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","Control"
"3148",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",38,NA,NA,NA,NA,38,"R",1,1,"","Cold","Control"
"3149",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",38,NA,NA,NA,NA,38,"R",0,1,"","Hot","CORT"
